learner_id,topic_id,question_id,is_correct,occurred_at,difficulty
synthetic-learner-003,fractions,fractions-q-03,0,2026-01-01T12:26:00.000Z,medium
synthetic-learner-003,financial-accounting,financial-accounting-q-04,1,2026-01-01T12:27:00.000Z,hard
synthetic-learner-004,hindi-grammar,hindi-grammar-q-01,0,2026-01-01T13:00:00.000Z,medium
synthetic-learner-004,financial-accounting,financial-accounting-q-02,0,2026-01-01T13:01:00.000Z,easy
synthetic-learner-004,python-programming,python-programming-q-03,0,2026-01-01T13:02:00.000Z,hard
synthetic-learner-004,algebra,algebra-q-04,1,2026-01-01T13:03:00.000Z,easy
synthetic-learner-004,algebra,algebra-q-05,0,2026-01-01T13:04:00.000Z,medium
synthetic-learner-004,fractions,fractions-q-06,0,2026-01-01T13:05:00.000Z,easy
synthetic-learner-004,financial-accounting,financial-accounting-q-07,1,2026-01-01T13:06:00.000Z,medium
synthetic-learner-004,financial-accounting,financial-accounting-q-08,1,2026-01-01T13:07:00.000Z,easy
synthetic-learner-004,photosynthesis,photosynthesis-q-09,0,2026-01-01T13:08:00.000Z,easy
synthetic-learner-004,newton-laws,newton-laws-q-10,0,2026-01-01T13:09:00.000Z,medium
synthetic-learner-004,hindi-grammar,hindi-grammar-q-11,0,2026-01-01T13:10:00.000Z,hard
synthetic-learner-004,financial-accounting,financial-accounting-q-12,0,2026-01-01T13:11:00.000Z,hard
synthetic-learner-004,photosynthesis,photosynthesis-q-01,0,2026-01-01T13:12:00.000Z,easy
synthetic-learner-004,newton-laws,newton-laws-q-02,0,2026-01-01T13:13:00.000Z,medium
synthetic-learner-004,newton-laws,newton-laws-q-03,0,2026-01-01T13:14:00.000Z,medium
synthetic-learner-004,hindi-grammar,hindi-grammar-q-04,0,2026-01-01T13:15:00.000Z,hard
synthetic-learner-004,fractions,fractions-q-05,0,2026-01-01T13:16:00.000Z,medium
synthetic-learner-004,algebra,algebra-q-06,0,2026-01-01T13:17:00.000Z,medium
synthetic-learner-004,financial-accounting,financial-accounting-q-07,0,2026-01-01T13:18:00.000Z,easy
synthetic-learner-004,newton-laws,newton-laws-q-08,0,2026-01-01T13:19:00.000Z,easy
synthetic-learner-004,algebra,algebra-q-09,1,2026-01-01T13:20:00.000Z,hard
synthetic-learner-004,newton-laws,newton-laws-q-10,1,2026-01-01T13:21:00.000Z,hard
synthetic-learner-004,algebra,algebra-q-11,0,2026-01-01T13:22:00.000Z,easy
synthetic-learner-004,indian-constitution,indian-constitution-q-12,0,2026-01-01T13:23:00.000Z,hard
synthetic-learner-004,python-programming,python-programming-q-01,1,2026-01-01T13:24:00.000Z,easy
synthetic-learner-004,photosynthesis,photosynthesis-q-02,0,2026-01-01T13:25:00.000Z,medium
synthetic-learner-004,algebra,algebra-q-03,0,2026-01-01T13:26:00.000Z,easy
synthetic-learner-004,financial-accounting,financial-accounting-q-04,1,2026-01-01T13:27:00.000Z,easy
synthetic-learner-005,financial-accounting,financial-accounting-q-01,0,2026-01-01T14:00:00.000Z,easy
synthetic-learner-005,algebra,algebra-q-02,1,2026-01-01T14:01:00.000Z,easy
synthetic-learner-005,hindi-grammar,hindi-grammar-q-03,1,2026-01-01T14:02:00.000Z,medium
synthetic-learner-005,fractions,fractions-q-04,0,2026-01-01T14:03:00.000Z,hard
synthetic-learner-005,python-programming,python-programming-q-05,0,2026-01-01T14:04:00.000Z,medium
synthetic-learner-005,indian-constitution,indian-constitution-q-06,0,2026-01-01T14:05:00.000Z,easy
synthetic-learner-005,hindi-grammar,hindi-grammar-q-07,0,2026-01-01T14:06:00.000Z,hard
synthetic-learner-005,python-programming,python-programming-q-08,0,2026-01-01T14:07:00.000Z,hard
synthetic-learner-005,python-programming,python-programming-q-09,0,2026-01-01T14:08:00.000Z,hard
synthetic-learner-005,photosynthesis,photosynthesis-q-10,0,2026-01-01T14:09:00.000Z,hard
synthetic-learner-005,financial-accounting,financial-accounting-q-11,1,2026-01-01T14:10:00.000Z,hard
synthetic-learner-005,financial-accounting,financial-accounting-q-12,0,2026-01-01T14:11:00.000Z,medium
synthetic-learner-005,algebra,algebra-q-01,1,2026-01-01T14:12:00.000Z,easy
synthetic-learner-005,financial-accounting,financial-accounting-q-02,0,2026-01-01T14:13:00.000Z,easy
synthetic-learner-005,newton-laws,newton-laws-q-03,0,2026-01-01T14:14:00.000Z,hard
synthetic-learner-005,hindi-grammar,hindi-grammar-q-04,1,2026-01-01T14:15:00.000Z,hard
synthetic-learner-005,fractions,fractions-q-05,0,2026-01-01T14:16:00.000Z,medium
synthetic-learner-005,newton-laws,newton-laws-q-06,1,2026-01-01T14:17:00.000Z,easy
synthetic-learner-005,indian-constitution,indian-constitution-q-07,0,2026-01-01T14:18:00.000Z,medium
synthetic-learner-005,algebra,algebra-q-08,1,2026-01-01T14:19:00.000Z,hard
synthetic-learner-005,indian-constitution,indian-constitution-q-09,0,2026-01-01T14:20:00.000Z,hard
synthetic-learner-005,newton-laws,newton-laws-q-10,0,2026-01-01T14:21:00.000Z,medium
synthetic-learner-005,newton-laws,newton-laws-q-11,0,2026-01-01T14:22:00.000Z,medium
synthetic-learner-005,indian-constitution,indian-constitution-q-12,0,2026-01-01T14:23:00.000Z,easy
synthetic-learner-005,photosynthesis,photosynthesis-q-01,0,2026-01-01T14:24:00.000Z,easy
synthetic-learner-005,financial-accounting,financial-accounting-q-02,0,2026-01-01T14:25:00.000Z,hard
synthetic-learner-005,newton-laws,newton-laws-q-03,0,2026-01-01T14:26:00.000Z,medium
synthetic-learner-005,python-programming,python-programming-q-04,0,2026-01-01T14:27:00.000Z,hard
synthetic-learner-006,indian-constitution,indian-constitution-q-01,1,2026-01-01T15:00:00.000Z,easy
synthetic-learner-006,financial-accounting,financial-accounting-q-02,0,2026-01-01T15:01:00.000Z,easy
synthetic-learner-006,fractions,fractions-q-03,0,2026-01-01T15:02:00.000Z,easy
synthetic-learner-006,python-programming,python-programming-q-04,0,2026-01-01T15:03:00.000Z,hard
synthetic-learner-006,financial-accounting,financial-accounting-q-05,0,2026-01-01T15:04:00.000Z,medium
synthetic-learner-006,hindi-grammar,hindi-grammar-q-06,1,2026-01-01T15:05:00.000Z,easy
synthetic-learner-006,python-programming,python-programming-q-07,1,2026-01-01T15:06:00.000Z,easy
synthetic-learner-006,indian-constitution,indian-constitution-q-08,0,2026-01-01T15:07:00.000Z,hard
synthetic-learner-006,algebra,algebra-q-09,0,2026-01-01T15:08:00.000Z,hard
synthetic-learner-006,indian-constitution,indian-constitution-q-10,1,2026-01-01T15:09:00.000Z,medium
synthetic-learner-006,newton-laws,newton-laws-q-11,0,2026-01-01T15:10:00.000Z,easy
synthetic-learner-006,newton-laws,newton-laws-q-12,0,2026-01-01T15:11:00.000Z,hard
synthetic-learner-006,algebra,algebra-q-01,0,2026-01-01T15:12:00.000Z,hard
synthetic-learner-006,algebra,algebra-q-02,1,2026-01-01T15:13:00.000Z,easy
synthetic-learner-006,newton-laws,newton-laws-q-03,0,2026-01-01T15:14:00.000Z,medium
synthetic-learner-006,fractions,fractions-q-04,0,2026-01-01T15:15:00.000Z,medium
synthetic-learner-006,photosynthesis,photosynthesis-q-05,0,2026-01-01T15:16:00.000Z,easy
synthetic-learner-006,fractions,fractions-q-06,0,2026-01-01T15:17:00.000Z,easy
synthetic-learner-006,indian-constitution,indian-constitution-q-07,1,2026-01-01T15:18:00.000Z,hard
synthetic-learner-006,indian-constitution,indian-constitution-q-08,1,2026-01-01T15:19:00.000Z,easy
synthetic-learner-006,newton-laws,newton-laws-q-09,0,2026-01-01T15:20:00.000Z,easy
synthetic-learner-006,fractions,fractions-q-10,1,2026-01-01T15:21:00.000Z,easy
synthetic-learner-006,photosynthesis,photosynthesis-q-11,0,2026-01-01T15:22:00.000Z,hard
synthetic-learner-006,newton-laws,newton-laws-q-12,0,2026-01-01T15:23:00.000Z,hard
synthetic-learner-006,financial-accounting,financial-accounting-q-01,0,2026-01-01T15:24:00.000Z,hard
synthetic-learner-006,python-programming,python-programming-q-02,0,2026-01-01T15:25:00.000Z,easy
synthetic-learner-006,newton-laws,newton-laws-q-03,0,2026-01-01T15:26:00.000Z,hard
synthetic-learner-006,python-programming,python-programming-q-04,1,2026-01-01T15:27:00.000Z,easy
synthetic-learner-007,algebra,algebra-q-01,1,2026-01-01T16:00:00.000Z,medium
synthetic-learner-007,fractions,fractions-q-02,0,2026-01-01T16:01:00.000Z,hard
synthetic-learner-007,fractions,fractions-q-03,1,2026-01-01T16:02:00.000Z,hard
synthetic-learner-007,indian-constitution,indian-constitution-q-04,1,2026-01-01T16:03:00.000Z,medium
synthetic-learner-007,fractions,fractions-q-05,0,2026-01-01T16:04:00.000Z,easy
synthetic-learner-007,financial-accounting,financial-accounting-q-06,0,2026-01-01T16:05:00.000Z,medium
synthetic-learner-007,algebra,algebra-q-07,1,2026-01-01T16:06:00.000Z,medium
synthetic-learner-007,newton-laws,newton-laws-q-08,0,2026-01-01T16:07:00.000Z,hard
synthetic-learner-007,financial-accounting,financial-accounting-q-09,1,2026-01-01T16:08:00.000Z,hard
synthetic-learner-007,python-programming,python-programming-q-10,1,2026-01-01T16:09:00.000Z,medium
synthetic-learner-007,indian-constitution,indian-constitution-q-11,0,2026-01-01T16:10:00.000Z,hard
synthetic-learner-007,algebra,algebra-q-12,1,2026-01-01T16:11:00.000Z,easy
synthetic-learner-007,photosynthesis,photosynthesis-q-01,0,2026-01-01T16:12:00.000Z,hard
synthetic-learner-007,photosynthesis,photosynthesis-q-02,0,2026-01-01T16:13:00.000Z,hard
synthetic-learner-007,algebra,algebra-q-03,1,2026-01-01T16:14:00.000Z,hard
synthetic-learner-007,financial-accounting,financial-accounting-q-04,1,2026-01-01T16:15:00.000Z,medium
synthetic-learner-007,fractions,fractions-q-05,0,2026-01-01T16:16:00.000Z,easy
synthetic-learner-007,python-programming,python-programming-q-06,0,2026-01-01T16:17:00.000Z,medium
synthetic-learner-007,newton-laws,newton-laws-q-07,0,2026-01-01T16:18:00.000Z,hard
synthetic-learner-007,photosynthesis,photosynthesis-q-08,0,2026-01-01T16:19:00.000Z,medium
synthetic-learner-007,photosynthesis,photosynthesis-q-09,0,2026-01-01T16:20:00.000Z,hard
synthetic-learner-007,algebra,algebra-q-10,0,2026-01-01T16:21:00.000Z,medium
synthetic-learner-007,financial-accounting,financial-accounting-q-11,1,2026-01-01T16:22:00.000Z,easy
synthetic-learner-007,newton-laws,newton-laws-q-12,0,2026-01-01T16:23:00.000Z,medium
synthetic-learner-007,algebra,algebra-q-01,1,2026-01-01T16:24:00.000Z,hard
synthetic-learner-007,python-programming,python-programming-q-02,0,2026-01-01T16:25:00.000Z,hard
synthetic-learner-007,hindi-grammar,hindi-grammar-q-03,1,2026-01-01T16:26:00.000Z,medium
synthetic-learner-007,algebra,algebra-q-04,1,2026-01-01T16:27:00.000Z,easy
synthetic-learner-008,hindi-grammar,hindi-grammar-q-01,1,2026-01-01T17:00:00.000Z,hard
synthetic-learner-008,financial-accounting,financial-accounting-q-02,0,2026-01-01T17:01:00.000Z,easy
synthetic-learner-008,indian-constitution,indian-constitution-q-03,0,2026-01-01T17:02:00.000Z,medium
synthetic-learner-008,financial-accounting,financial-accounting-q-04,1,2026-01-01T17:03:00.000Z,easy
synthetic-learner-008,algebra,algebra-q-05,1,2026-01-01T17:04:00.000Z,easy
synthetic-learner-008,hindi-grammar,hindi-grammar-q-06,0,2026-01-01T17:05:00.000Z,medium
synthetic-learner-008,algebra,algebra-q-07,1,2026-01-01T17:06:00.000Z,easy
synthetic-learner-008,newton-laws,newton-laws-q-08,0,2026-01-01T17:07:00.000Z,medium
synthetic-learner-008,algebra,algebra-q-09,1,2026-01-01T17:08:00.000Z,medium
synthetic-learner-008,algebra,algebra-q-10,0,2026-01-01T17:09:00.000Z,hard
synthetic-learner-008,newton-laws,newton-laws-q-11,0,2026-01-01T17:10:00.000Z,medium
synthetic-learner-008,photosynthesis,photosynthesis-q-12,0,2026-01-01T17:11:00.000Z,medium
synthetic-learner-008,photosynthesis,photosynthesis-q-01,0,2026-01-01T17:12:00.000Z,easy
synthetic-learner-008,algebra,algebra-q-02,1,2026-01-01T17:13:00.000Z,medium
synthetic-learner-008,hindi-grammar,hindi-grammar-q-03,1,2026-01-01T17:14:00.000Z,easy
synthetic-learner-008,hindi-grammar,hindi-grammar-q-04,1,2026-01-01T17:15:00.000Z,medium
synthetic-learner-008,algebra,algebra-q-05,1,2026-01-01T17:16:00.000Z,easy
synthetic-learner-008,algebra,algebra-q-06,1,2026-01-01T17:17:00.000Z,easy
synthetic-learner-008,fractions,fractions-q-07,0,2026-01-01T17:18:00.000Z,hard
synthetic-learner-008,python-programming,python-programming-q-08,0,2026-01-01T17:19:00.000Z,easy
synthetic-learner-008,financial-accounting,financial-accounting-q-09,0,2026-01-01T17:20:00.000Z,easy
synthetic-learner-008,python-programming,python-programming-q-10,0,2026-01-01T17:21:00.000Z,medium
synthetic-learner-008,financial-accounting,financial-accounting-q-11,0,2026-01-01T17:22:00.000Z,hard
synthetic-learner-008,fractions,fractions-q-12,0,2026-01-01T17:23:00.000Z,hard
synthetic-learner-008,newton-laws,newton-laws-q-01,1,2026-01-01T17:24:00.000Z,easy
synthetic-learner-008,algebra,algebra-q-02,0,2026-01-01T17:25:00.000Z,hard
synthetic-learner-008,hindi-grammar,hindi-grammar-q-03,0,2026-01-01T17:26:00.000Z,easy
synthetic-learner-008,algebra,algebra-q-04,1,2026-01-01T17:27:00.000Z,medium
synthetic-learner-009,financial-accounting,financial-accounting-q-01,0,2026-01-01T18:00:00.000Z,hard
synthetic-learner-009,hindi-grammar,hindi-grammar-q-02,0,2026-01-01T18:01:00.000Z,easy
synthetic-learner-009,algebra,algebra-q-03,1,2026-01-01T18:02:00.000Z,hard
synthetic-learner-009,fractions,fractions-q-04,0,2026-01-01T18:03:00.000Z,hard
synthetic-learner-009,python-programming,python-programming-q-05,0,2026-01-01T18:04:00.000Z,medium
synthetic-learner-009,algebra,algebra-q-06,0,2026-01-01T18:05:00.000Z,hard
synthetic-learner-009,algebra,algebra-q-07,1,2026-01-01T18:06:00.000Z,hard
synthetic-learner-009,indian-constitution,indian-constitution-q-08,0,2026-01-01T18:07:00.000Z,medium
synthetic-learner-009,photosynthesis,photosynthesis-q-09,0,2026-01-01T18:08:00.000Z,hard
synthetic-learner-009,hindi-grammar,hindi-grammar-q-10,1,2026-01-01T18:09:00.000Z,easy
synthetic-learner-009,fractions,fractions-q-11,1,2026-01-01T18:10:00.000Z,easy
synthetic-learner-009,financial-accounting,financial-accounting-q-12,0,2026-01-01T18:11:00.000Z,easy
synthetic-learner-009,photosynthesis,photosynthesis-q-01,0,2026-01-01T18:12:00.000Z,hard
synthetic-learner-009,indian-constitution,indian-constitution-q-02,1,2026-01-01T18:13:00.000Z,easy
synthetic-learner-009,algebra,algebra-q-03,1,2026-01-01T18:14:00.000Z,medium
synthetic-learner-009,indian-constitution,indian-constitution-q-04,1,2026-01-01T18:15:00.000Z,medium
synthetic-learner-009,indian-constitution,indian-constitution-q-05,0,2026-01-01T18:16:00.000Z,medium
synthetic-learner-009,newton-laws,newton-laws-q-06,1,2026-01-01T18:17:00.000Z,medium
synthetic-learner-009,hindi-grammar,hindi-grammar-q-07,0,2026-01-01T18:18:00.000Z,hard
synthetic-learner-009,fractions,fractions-q-08,0,2026-01-01T18:19:00.000Z,medium
synthetic-learner-009,hindi-grammar,hindi-grammar-q-09,1,2026-01-01T18:20:00.000Z,easy
synthetic-learner-009,newton-laws,newton-laws-q-10,0,2026-01-01T18:21:00.000Z,easy
synthetic-learner-009,photosynthesis,photosynthesis-q-11,0,2026-01-01T18:22:00.000Z,easy
synthetic-learner-009,fractions,fractions-q-12,0,2026-01-01T18:23:00.000Z,medium
synthetic-learner-009,python-programming,python-programming-q-01,1,2026-01-01T18:24:00.000Z,easy
synthetic-learner-009,fractions,fractions-q-02,0,2026-01-01T18:25:00.000Z,medium
synthetic-learner-009,hindi-grammar,hindi-grammar-q-03,0,2026-01-01T18:26:00.000Z,hard
synthetic-learner-009,algebra,algebra-q-04,1,2026-01-01T18:27:00.000Z,easy
synthetic-learner-010,indian-constitution,indian-constitution-q-01,1,2026-01-01T19:00:00.000Z,easy
synthetic-learner-010,algebra,algebra-q-02,0,2026-01-01T19:01:00.000Z,medium
synthetic-learner-010,hindi-grammar,hindi-grammar-q-03,1,2026-01-01T19:02:00.000Z,easy
synthetic-learner-010,algebra,algebra-q-04,1,2026-01-01T19:03:00.000Z,easy
synthetic-learner-010,hindi-grammar,hindi-grammar-q-05,1,2026-01-01T19:04:00.000Z,medium
synthetic-learner-010,fractions,fractions-q-06,0,2026-01-01T19:05:00.000Z,easy
synthetic-learner-010,python-programming,python-programming-q-07,0,2026-01-01T19:06:00.000Z,medium
synthetic-learner-010,newton-laws,newton-laws-q-08,1,2026-01-01T19:07:00.000Z,medium
synthetic-learner-010,python-programming,python-programming-q-09,1,2026-01-01T19:08:00.000Z,medium
synthetic-learner-010,financial-accounting,financial-accounting-q-10,0,2026-01-01T19:09:00.000Z,medium
synthetic-learner-010,financial-accounting,financial-accounting-q-11,0,2026-01-01T19:10:00.000Z,medium
synthetic-learner-010,hindi-grammar,hindi-grammar-q-12,1,2026-01-01T19:11:00.000Z,easy
synthetic-learner-010,algebra,algebra-q-01,1,2026-01-01T19:12:00.000Z,hard
synthetic-learner-010,indian-constitution,indian-constitution-q-02,0,2026-01-01T19:13:00.000Z,hard
synthetic-learner-010,algebra,algebra-q-03,0,2026-01-01T19:14:00.000Z,hard
synthetic-learner-010,hindi-grammar,hindi-grammar-q-04,0,2026-01-01T19:15:00.000Z,medium
synthetic-learner-010,indian-constitution,indian-constitution-q-05,1,2026-01-01T19:16:00.000Z,medium
synthetic-learner-010,photosynthesis,photosynthesis-q-06,1,2026-01-01T19:17:00.000Z,easy
synthetic-learner-010,photosynthesis,photosynthesis-q-07,0,2026-01-01T19:18:00.000Z,medium
synthetic-learner-010,algebra,algebra-q-08,0,2026-01-01T19:19:00.000Z,easy
synthetic-learner-010,hindi-grammar,hindi-grammar-q-09,0,2026-01-01T19:20:00.000Z,hard
synthetic-learner-010,financial-accounting,financial-accounting-q-10,1,2026-01-01T19:21:00.000Z,medium
synthetic-learner-010,newton-laws,newton-laws-q-11,1,2026-01-01T19:22:00.000Z,easy
synthetic-learner-010,financial-accounting,financial-accounting-q-12,0,2026-01-01T19:23:00.000Z,medium
synthetic-learner-010,algebra,algebra-q-01,1,2026-01-01T19:24:00.000Z,easy
synthetic-learner-010,algebra,algebra-q-02,1,2026-01-01T19:25:00.000Z,easy
synthetic-learner-010,algebra,algebra-q-03,0,2026-01-01T19:26:00.000Z,hard
synthetic-learner-010,indian-constitution,indian-constitution-q-04,1,2026-01-01T19:27:00.000Z,medium
synthetic-learner-011,financial-accounting,financial-accounting-q-01,1,2026-01-01T20:00:00.000Z,easy
synthetic-learner-011,financial-accounting,financial-accounting-q-02,1,2026-01-01T20:01:00.000Z,easy
synthetic-learner-011,hindi-grammar,hindi-grammar-q-03,0,2026-01-01T20:02:00.000Z,medium
synthetic-learner-011,python-programming,python-programming-q-04,0,2026-01-01T20:03:00.000Z,hard
synthetic-learner-011,indian-constitution,indian-constitution-q-05,1,2026-01-01T20:04:00.000Z,easy
synthetic-learner-011,indian-constitution,indian-constitution-q-06,1,2026-01-01T20:05:00.000Z,hard
synthetic-learner-011,newton-laws,newton-laws-q-07,0,2026-01-01T20:06:00.000Z,hard
synthetic-learner-011,python-programming,python-programming-q-08,1,2026-01-01T20:07:00.000Z,medium
synthetic-learner-011,python-programming,python-programming-q-09,0,2026-01-01T20:08:00.000Z,medium
synthetic-learner-011,financial-accounting,financial-accounting-q-10,1,2026-01-01T20:09:00.000Z,easy
synthetic-learner-011,newton-laws,newton-laws-q-11,0,2026-01-01T20:10:00.000Z,medium
