"id","query","suggested_labels","reviewed_labels","decision","reviewer_notes","source"
"synthetic-0068","chemical bonding ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0069","Indian independence movement ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0070","Indian Constitution ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0071","climate change ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0072","maps and latitude ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0073","Hindi grammar ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0074","English essay writing ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0075","financial accounting ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0076","marketing fundamentals ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0077","data structures ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0078","DBMS normalization ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0079","computer networks ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0080","Python programming ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0081","Analyze my weak areas in fractions","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0082","Analyze my weak areas in quadratic equations","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0083","Analyze my weak areas in trigonometry","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0084","Analyze my weak areas in probability","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0085","Analyze my weak areas in photosynthesis","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0086","Analyze my weak areas in human digestion","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0087","Analyze my weak areas in Newton's laws","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0088","Analyze my weak areas in chemical bonding","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0089","Analyze my weak areas in Indian independence movement","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0090","Analyze my weak areas in Indian Constitution","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0091","Analyze my weak areas in climate change","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0092","Analyze my weak areas in maps and latitude","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0093","Analyze my weak areas in Hindi grammar","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0094","Analyze my weak areas in English essay writing","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0095","Analyze my weak areas in financial accounting","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0096","Analyze my weak areas in marketing fundamentals","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0097","Analyze my weak areas in data structures","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0098","Analyze my weak areas in DBMS normalization","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0099","Analyze my weak areas in computer networks","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0100","Analyze my weak areas in Python programming","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0101","Mere last score ke hisaab se fractions revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0102","Mere last score ke hisaab se quadratic equations revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0103","Mere last score ke hisaab se trigonometry revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0104","Mere last score ke hisaab se probability revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0105","Mere last score ke hisaab se photosynthesis revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0106","Mere last score ke hisaab se human digestion revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0107","Mere last score ke hisaab se Newton's laws revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0108","Mere last score ke hisaab se chemical bonding revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0109","Mere last score ke hisaab se Indian independence movement revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0110","Mere last score ke hisaab se Indian Constitution revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0111","Mere last score ke hisaab se climate change revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0112","Mere last score ke hisaab se maps and latitude revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0113","Mere last score ke hisaab se Hindi grammar revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0114","Mere last score ke hisaab se English essay writing revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0115","Mere last score ke hisaab se financial accounting revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0116","Mere last score ke hisaab se marketing fundamentals revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0117","Mere last score ke hisaab se data structures revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0118","Mere last score ke hisaab se DBMS normalization revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0119","Mere last score ke hisaab se computer networks revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0120","Mere last score ke hisaab se Python programming revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0121","Track my progress for fractions","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0122","Track my progress for quadratic equations","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0123","Track my progress for trigonometry","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0124","Track my progress for probability","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0125","Track my progress for photosynthesis","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0126","Track my progress for human digestion","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0127","Track my progress for Newton's laws","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0128","Track my progress for chemical bonding","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0129","Track my progress for Indian independence movement","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0130","Track my progress for Indian Constitution","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0131","Track my progress for climate change","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0132","Track my progress for maps and latitude","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0133","Track my progress for Hindi grammar","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0134","Track my progress for English essay writing","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0135","Track my progress for financial accounting","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0136","Track my progress for marketing fundamentals","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0137","Track my progress for data structures","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0138","Track my progress for DBMS normalization","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0139","Track my progress for computer networks","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0140","Track my progress for Python programming","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0141","Why am I weak in fractions?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0142","Why am I weak in quadratic equations?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0143","Why am I weak in trigonometry?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0144","Why am I weak in probability?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0145","Why am I weak in photosynthesis?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0146","Why am I weak in human digestion?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0147","Why am I weak in Newton's laws?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0148","Why am I weak in chemical bonding?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0149","Why am I weak in Indian independence movement?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0150","Why am I weak in Indian Constitution?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0151","Why am I weak in climate change?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0152","Why am I weak in maps and latitude?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0153","Why am I weak in Hindi grammar?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0154","Why am I weak in English essay writing?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0155","Why am I weak in financial accounting?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0156","Why am I weak in marketing fundamentals?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0157","Why am I weak in data structures?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0158","Why am I weak in DBMS normalization?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0159","Why am I weak in computer networks?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0160","Why am I weak in Python programming?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0161","Show my study notes for fractions","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0162","Show my study notes for quadratic equations","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0163","Show my study notes for trigonometry","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0164","Show my study notes for probability","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0165","Show my study notes for photosynthesis","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0166","Show my study notes for human digestion","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0167","Show my study notes for Newton's laws","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0168","Show my study notes for chemical bonding","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0169","Show my study notes for Indian independence movement","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0170","Show my study notes for Indian Constitution","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0171","Show my study notes for climate change","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0172","Show my study notes for maps and latitude","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0173","Show my study notes for Hindi grammar","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0174","Show my study notes for English essay writing","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0175","Show my study notes for financial accounting","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0176","Show my study notes for marketing fundamentals","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0177","Show my study notes for data structures","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0178","Show my study notes for DBMS normalization","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0179","Show my study notes for computer networks","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0180","Show my study notes for Python programming","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0181","Find fractions in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0182","Find quadratic equations in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0183","Find trigonometry in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0184","Find probability in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0185","Find photosynthesis in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0186","Find human digestion in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0187","Find Newton's laws in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0188","Find chemical bonding in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0189","Find Indian independence movement in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0190","Find Indian Constitution in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0191","Find climate change in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0192","Find maps and latitude in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0193","Find Hindi grammar in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0194","Find English essay writing in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0195","Find financial accounting in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0196","Find marketing fundamentals in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0197","Find data structures in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0198","Find DBMS normalization in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0199","Find computer networks in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0200","Find Python programming in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
