"id","query","suggested_labels","reviewed_labels","decision","reviewer_notes","source"
"synthetic-0023","Make a short quiz from cloud computing","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0024","Make a short quiz from data structures","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0025","TCP reliability ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0026","DBMS normalization ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0027","process scheduling ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0028","binary trees ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0029","IP routing ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0030","deadlocks ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0031","cloud computing ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0032","data structures ke questions banao","assessment","assessment","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0033","Analyze my weak areas in TCP reliability","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0034","Analyze my weak areas in DBMS normalization","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0035","Analyze my weak areas in process scheduling","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0036","Analyze my weak areas in binary trees","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0037","Analyze my weak areas in IP routing","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0038","Analyze my weak areas in deadlocks","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0039","Analyze my weak areas in cloud computing","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0040","Analyze my weak areas in data structures","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0041","Mere last score ke hisaab se TCP reliability revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0042","Mere last score ke hisaab se DBMS normalization revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0043","Mere last score ke hisaab se process scheduling revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0044","Mere last score ke hisaab se binary trees revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0045","Mere last score ke hisaab se IP routing revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0046","Mere last score ke hisaab se deadlocks revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0047","Mere last score ke hisaab se cloud computing revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0048","Mere last score ke hisaab se data structures revise karvao","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0049","Track my progress for TCP reliability","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0050","Track my progress for DBMS normalization","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0051","Track my progress for process scheduling","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0052","Track my progress for binary trees","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0053","Track my progress for IP routing","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0054","Track my progress for deadlocks","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0055","Track my progress for cloud computing","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0056","Track my progress for data structures","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0057","Why am I weak in TCP reliability?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0058","Why am I weak in DBMS normalization?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0059","Why am I weak in process scheduling?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0060","Why am I weak in binary trees?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0061","Why am I weak in IP routing?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0062","Why am I weak in deadlocks?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0063","Why am I weak in cloud computing?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0064","Why am I weak in data structures?","personalization","personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0065","Show lecture notes for TCP reliability","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0066","Show lecture notes for DBMS normalization","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0067","Show lecture notes for process scheduling","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0068","Show lecture notes for binary trees","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0069","Show lecture notes for IP routing","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0070","Show lecture notes for deadlocks","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0071","Show lecture notes for cloud computing","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0072","Show lecture notes for data structures","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0073","Find TCP reliability in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0074","Find DBMS normalization in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0075","Find process scheduling in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0076","Find binary trees in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0077","Find IP routing in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0078","Find deadlocks in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0079","Find cloud computing in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0080","Find data structures in my PDF","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0081","Professor notes me TCP reliability ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0082","Professor notes me DBMS normalization ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0083","Professor notes me process scheduling ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0084","Professor notes me binary trees ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0085","Professor notes me IP routing ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0086","Professor notes me deadlocks ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0087","Professor notes me cloud computing ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0088","Professor notes me data structures ka section kholo","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0089","Syllabus material for TCP reliability dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0090","Syllabus material for DBMS normalization dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0091","Syllabus material for process scheduling dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0092","Syllabus material for binary trees dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0093","Syllabus material for IP routing dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0094","Syllabus material for deadlocks dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0095","Syllabus material for cloud computing dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0096","Syllabus material for data structures dikhao","knowledge_retrieval","knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0097","Explain TCP reliability in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0098","Explain DBMS normalization in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0099","Explain process scheduling in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0100","Explain binary trees in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0101","Explain IP routing in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0102","Explain deadlocks in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0103","Explain cloud computing in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0104","Explain data structures in Hindi","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0105","TCP reliability ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0106","DBMS normalization ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0107","process scheduling ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0108","binary trees ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0109","IP routing ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0110","deadlocks ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0111","cloud computing ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0112","data structures ko Hinglish me samjhao","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0113","Translate this TCP reliability answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0114","Translate this DBMS normalization answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0115","Translate this process scheduling answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0116","Translate this binary trees answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0117","Translate this IP routing answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0118","Translate this deadlocks answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0119","Translate this cloud computing answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0120","Translate this data structures answer into English","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0121","TCP reliability आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0122","DBMS normalization आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0123","process scheduling आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0124","binary trees आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0125","IP routing आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0126","deadlocks आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0127","cloud computing आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0128","data structures आसान भाषा में बताओ","language_support","language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0129","Search latest official guidelines about TCP reliability","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0130","Search latest official guidelines about DBMS normalization","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0131","Search latest official guidelines about process scheduling","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0132","Search latest official guidelines about binary trees","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0133","Search latest official guidelines about IP routing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0134","Search latest official guidelines about deadlocks","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0135","Search latest official guidelines about cloud computing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0136","Search latest official guidelines about data structures","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0137","Find current UGC information on TCP reliability","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0138","Find current UGC information on DBMS normalization","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0139","Find current UGC information on process scheduling","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0140","Find current UGC information on binary trees","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0141","Find current UGC information on IP routing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0142","Find current UGC information on deadlocks","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0143","Find current UGC information on cloud computing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0144","Find current UGC information on data structures","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0145","Web search recent research for TCP reliability","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0146","Web search recent research for DBMS normalization","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0147","Web search recent research for process scheduling","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0148","Web search recent research for binary trees","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0149","Web search recent research for IP routing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0150","Web search recent research for deadlocks","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0151","Web search recent research for cloud computing","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0152","Web search recent research for data structures","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0153","Latest official updates on TCP reliability check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0154","Latest official updates on DBMS normalization check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0155","Latest official updates on process scheduling check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0156","Latest official updates on binary trees check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0157","Latest official updates on IP routing check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0158","Latest official updates on deadlocks check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0159","Latest official updates on cloud computing check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0160","Latest official updates on data structures check karo","external_research","external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0161","Use my lecture notes to make a TCP reliability quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0162","Use my lecture notes to make a DBMS normalization quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0163","Use my lecture notes to make a process scheduling quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0164","Use my lecture notes to make a binary trees quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0165","Use my lecture notes to make a IP routing quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0166","Use my lecture notes to make a deadlocks quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0167","Use my lecture notes to make a cloud computing quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0168","Use my lecture notes to make a data structures quiz","assessment|knowledge_retrieval","assessment|knowledge_retrieval","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0169","TCP reliability par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0170","DBMS normalization par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0171","process scheduling par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0172","binary trees par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0173","IP routing par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0174","deadlocks par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0175","cloud computing par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0176","data structures par Hindi test questions banao","assessment|language_support","assessment|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0177","My weak TCP reliability areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0178","My weak DBMS normalization areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0179","My weak process scheduling areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0180","My weak binary trees areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0181","My weak IP routing areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0182","My weak deadlocks areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0183","My weak cloud computing areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0184","My weak data structures areas se practice quiz banao","assessment|personalization","assessment|personalization","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0185","Search current TCP reliability guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0186","Search current DBMS normalization guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0187","Search current process scheduling guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0188","Search current binary trees guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0189","Search current IP routing guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0190","Search current deadlocks guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0191","Search current cloud computing guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0192","Search current data structures guidelines and make a test","assessment|external_research","assessment|external_research","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0193","My PDF se TCP reliability Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
"synthetic-0194","My PDF se DBMS normalization Hinglish me samjhao","knowledge_retrieval|language_support","knowledge_retrieval|language_support","approved","AI-reviewed template candidate; human review required before production deployment.","synthetic-review-required"
